Entry	Organism	Gene Names	Protein names	EC number
P14908	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MTF1 YMR228W YM9959.10	Mitochondrial transcription factor 1 (EC 2.1.1.-) (Mitochondrial transcription factor mtTFB) (Mitochondrial-specificity factor) (RF1023)	2.1.1.-
P14922	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CYC8 CRT8 SSN6 YBR112C YBR0908	General transcriptional corepressor CYC8 (Glucose repression mediator protein CYC8)	
P15019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TAL1 YLR354C L9638.6	Transaldolase (EC 2.2.1.2)	2.2.1.2
P15108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HSC82 YMR186W YM8010.16	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	
P15180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KRS1 GCD5 YDR037W YD9673.09	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	6.1.1.6
P15202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CTA1 YDR256C YD9320A.06C	Peroxisomal catalase A (EC 1.11.1.6)	1.11.1.6
P15274	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AMD1 AMD YML035C	AMP deaminase (EC 3.5.4.6) (Myoadenylate deaminase)	3.5.4.6
P15303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC23 YPR181C P9705.14	Protein transport protein SEC23	
P15315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CUP2 ACE1 YGL166W G1810	Transcriptional activator protein CUP2 (Copper-fist transcription factor)	
P15367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC11 YIR022W	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Secretory protein 11) (Signal peptidase I)	3.4.21.89
P15424	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSS116 YDR194C YD9346.05C	ATP-dependent RNA helicase MSS116, mitochondrial (EC 3.6.4.13)	3.6.4.13
P15436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	POL3 CDC2 TEX1 YDL102W D2366	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase III)	2.7.7.7; 3.1.11.-
P15442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GCN2 AAS1 YDR283C	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (General control non-derepressible protein 2) (Serine/threonine-protein kinase GCN2)	2.7.11.1
P15454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GUK1 YDR454C D9461.39	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	2.7.4.8
P15496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IDI1 BOT2 YPL117C LPH10C	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase) (IPP isomerase)	5.3.3.2
P15565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TRM1 YDR120C YD9727.15C	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	2.1.1.216
P15624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FRS1 YLR060W L2165	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	6.1.1.20
P15625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FRS2 YFL022C	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	6.1.1.20
P15646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	NOP1 LOT3 YDL014W D2870	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (U3 small nucleolar RNA-associated protein NOP1) (Nucleolar protein 1) (U3 snoRNA-associated protein NOP1)	2.1.1.-
P15700	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	URA6 SOC8 YKL024C	Uridylate kinase (UK) (EC 2.7.4.14) (ATP:UMP phosphotransferase) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Suppressor of cdc8 protein) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	2.7.4.14
P15703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BGL2 SCW9 YGR282C	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)	3.2.1.58
P15705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	STI1 YOR027W OR26.17	Heat shock protein STI1	
P15731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UBC4 YBR082C YBR0745	Ubiquitin-conjugating enzyme E2 4 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 4) (Ubiquitin carrier protein 4) (Ubiquitin-protein ligase 4)	2.3.2.23
P15732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UBC5 YDR059C D4234 YD9609.13C	Ubiquitin-conjugating enzyme E2-16 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 5) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	2.3.2.23
P15790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CKA1 YIL035C	Casein kinase II subunit alpha (CK II subunit alpha) (EC 2.7.11.1)	2.7.11.1
P15801	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MIP1 YOR330C	DNA polymerase gamma (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit)	2.7.7.7
P15807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MET8 YBR213W YBR1461	Siroheme biosynthesis protein MET8 [Includes: Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	1.3.1.76; 4.99.1.4
P15873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	POL30 YBR088C YBR0811	Proliferating cell nuclear antigen (PCNA)	
P15891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ABP1 YCR088W YCR88W	Actin-binding protein	
P15938	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PRP16 YKR086W YKR406	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13)	3.6.4.13
P15992	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HSP26 YBR072W YBR0714	Heat shock protein 26 (26 kDa heat shock protein)	
P16140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VMA2 VAT2 YBR127C YBR1002	V-type proton ATPase subunit B (V-ATPase subunit B) (V-ATPase 57 kDa subunit) (Vacuolar proton pump subunit B)	
P16370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPB3 YIL021W	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (B44.5) (DNA-directed RNA polymerase II 45 kDa polypeptide)	
P16387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PDA1 YER178W	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 alpha) (PDHE1-A)	1.2.4.1
P16451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PDX1 YGR193C G7579	Pyruvate dehydrogenase complex protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (Pyruvate dehydrogenase complex component E3BP)	
P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PDC5 YLR134W L3133 L9606.7	Pyruvate decarboxylase isozyme 2 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	4.1.1.-; 4.1.1.43; 4.1.1.72; 4.1.1.74
P16474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KAR2 GRP78 SSD1 YJL034W J1248	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein homolog) (GRP-78) (Immunoglobulin heavy chain-binding protein homolog) (BiP)	3.6.4.10
P16521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	Elongation factor 3A (EF-3) (EF-3A) (EC 3.6.4.-) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	3.6.4.-
P16522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CDC23 YHR166C	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	
P16550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	APA1 DTP YCL050C YCL50C	Protein APA1 [Includes: Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 1 (Ap4A phosphorylase 1) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase) (Diadenosine tetraphosphate alpha,beta-phosphorylase (ADP-forming))]	2.7.7.5; 2.7.7.53
P16603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	NCP1 CPR1 NCPR1 PRD1 YHR042W	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	1.6.2.4
P16622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HEM15 YOR176W	Ferrochelatase, mitochondrial (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	4.98.1.1
P16649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TUP1 AAR1 AER2 AMM1 CYC9 FLK1 SFL2 UMR7 YCR084C YCR84C	General transcriptional corepressor TUP1 (Flocculation suppressor protein) (Glucose repression regulatory protein TUP1) (Repressor AER2)	
P16658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEN2 YLR105C L8004.12	tRNA-splicing endonuclease subunit SEN2 (EC 4.6.1.16) (Splicing endonuclease protein 2) (tRNA-intron endonuclease SEN2)	4.6.1.16
P16661	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ALG1 YBR110W YBR0906	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	2.4.1.142
P16664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RGP1 YDR137W YD9302.13	Guanine nucleotide exchange factor subunit RGP1 (Reduced growth phenotype protein 1) (Rgp1p)	
P16861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PFK1 YGR240C G8599	ATP-dependent 6-phosphofructokinase subunit alpha (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 1) (Phosphohexokinase)	2.7.1.11
P16862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PFK2 YMR205C YM8325.06C	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	2.7.1.11
P16892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FUS3 DAC2 YBL016W YBL03.21 YBL0303	Mitogen-activated protein kinase FUS3 (MAP kinase FUS3) (EC 2.7.11.24)	2.7.11.24
P17064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FCY2 YER056C	Purine-cytosine permease FCY2 (PCP FCY2) (Cytosine/purine transport protein FCY2) (Fluorocytosine resistance protein 2)	
P17065	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC2 YNL272C N0641	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	
P17076	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPL8A MAK7 RPL4A YHL033C	Large ribosomal subunit protein eL8A (60S ribosomal protein L8-A) (L4) (L4-2) (L7a-1) (Maintenance of killer protein 7) (RP6) (YL5)	
P17106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CBF1 CEP1 CP1 CPF1 YJR060W J1730	Centromere-binding protein 1 (CBP-1) (Centromere promoter factor 1) (Centromere-binding factor 1)	
P17119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KAR3 YPR141C P9659.16	Kinesin-like protein KAR3 (Nuclear fusion protein)	
P17157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PHO85 SSG3 YPL031C P7102.18A	Cyclin-dependent protein kinase PHO85 (EC 2.7.11.22) (Negative regulator of the PHO system) (Serine/threonine-protein kinase PHO85)	2.7.11.22
P17214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	EST1 YLR233C L8083.15	Telomere elongation protein EST1 (Ever shorter telomeres protein 1)	
P17255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VMA1 CLS8 TFP1 YDL185W D1286	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]	3.1.-.-; 7.1.2.2
P17260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KRE1 YNL322C N0336	Protein KRE1 (Killer toxin-resistance protein 1)	
P17442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PHO81 YGR233C G8567	Phosphate system positive regulatory protein PHO81 (CDK inhibitor PHO81)	
P17505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MDH1 YKL085W	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	1.1.1.37
P17555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SRV2 CAP1 YNL138W N1210 N1838	Adenylyl cyclase-associated protein (CAP)	
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HPR1 YDR138W YD9302.14	THO complex subunit HPR1 (Hyperrecombination protein 1)	
P17649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UGA1 YGR019W	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	2.6.1.19
P17695	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GRX2 TTR TTR1 YDR513W D9719.17	Glutaredoxin-2 (EC 1.11.1.9) (EC 2.5.1.18) (Glutathione-dependent oxidoreductase 2) (Thioltransferase)	1.11.1.9; 2.5.1.18
P17709	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GLK1 HOR3 YCL040W YCL312 YCL40W	Glucokinase-1 (EC 2.7.1.2) (Glucose kinase 1) (GLK-1)	2.7.1.2
P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SKI3 YPR189W P9677.7	Superkiller protein 3	
P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RPC31 ACP2 RPC8 YNL151C N1769	DNA-directed RNA polymerase III subunit RPC7 (RNA polymerase III subunit C7) (DNA-directed RNA polymerase III 31 kDa polypeptide) (C31)	
P17891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CLC1 YGR167W	Clathrin light chain (CLC)	
P17898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CPT1 YNL130C N1218 N1867	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	2.7.8.2
P17967	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)	5.3.4.1
P18238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AAC3 YBR085W YBR0753	ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)	
P18239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PET9 AAC2 YBL030C YBL0421	ADP,ATP carrier protein 2 (ADP/ATP translocase 2) (Adenine nucleotide translocator 2) (ANT 2) (Petite colonies protein 9)	
P18409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MDM10 YAL010C FUN37	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	
P18410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SPO7 YAL009W	Sporulation-specific protein SPO7	
P18412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TEC1 ROC1 YBR083W YBR0750	Ty transcription activator TEC1	
P18480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SNF5 SWI10 TYE4 YBR289W YBR2036	SWI/SNF chromatin-remodeling complex subunit SNF5 (SWI/SNF complex subunit SNF5) (Transcription factor TYE4) (Transcription regulatory protein SNF5)	
P18494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GLN3 YER040W	Nitrogen regulatory protein GLN3	
P18562	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FUR1 YHR128W	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	2.4.2.9
P18759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SEC18 YBR080C YBR0736	Vesicular-fusion protein SEC18	
P18851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	STE4 YOR212W YOR50-2	Guanine nucleotide-binding protein subunit beta	
P18852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	STE18 YJR086W J1866	Guanine nucleotide-binding protein subunit gamma	
P18888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SNF6 YHL025W	Transcription regulatory protein SNF6 (SWI/SNF complex component SNF6)	
P18898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CDC43 CAL1 YGL155W G1864	Geranylgeranyl transferase type-1 subunit beta (GGTase-I-beta) (EC 2.5.1.59) (Cell division cycle protein 43) (Geranylgeranyl transferase type I subunit beta) (RAS proteins geranylgeranyltransferase subunit beta) (Type I protein geranyl-geranyltransferase subunit beta) (PGGTase I beta)	2.5.1.59
P18899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DDR48 FSP YMR173W YM8010.03	Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48) (Flocculent-specific protein) (YP 75)	
P18961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YPK2 YKR2 YMR104C YM9718.03C	Serine/threonine-protein kinase YPK2/YKR2 (EC 2.7.11.1)	2.7.11.1
P19073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CDC42 SRO2 YLR229C L8083.13	Cell division control protein 42 (EC 3.6.5.2) (Suppressor of RHO3 protein 2)	3.6.5.2
P19097	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FAS2 YPL231W P1409	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	1.1.1.100; 2.3.1.41; 2.3.1.86
P19145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GAP1 YKR039W	General amino-acid permease GAP1	
P19146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ARF2 YDL137W D2165	ADP-ribosylation factor 2	
P19211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ANB1 HYP1 TIF51B YJR047C J1651	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (Anaerobically induced protein 1) (Hypusine-containing protein HP1) (eIF-4D)	
P19262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	KGD2 YDR148C YD8358.05C	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (DLST) (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (OGDHC subunit E2) (Alpha-ketoglutarate dehydrogenase subunit E2) (alpha-KGDHC subunit E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	2.3.1.61
P19263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RGR1 MED14 YLR071C	Mediator of RNA polymerase II transcription subunit 14 (Glucose repression regulatory protein 1) (Mediator complex subunit 14)	
P19358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SAM2 ETH2 YDR502C D9719.8	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	2.5.1.6
P19414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ACO1 GLU1 YLR304C L8003.22	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	4.2.1.3
P19454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CKA2 YOR061W YOR29-12	Casein kinase II subunit alpha' (CK II) (EC 2.7.11.1)	2.7.11.1
P19524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MYO2 CDC66 YOR326W O6167	Myosin-2 (Cell division control protein 66) (Class V unconventional myosin MYO2) (Type V myosin heavy chain MYO2) (Myosin V MYO2)	
P19541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RDS2 YPL133C LPI12C	Regulator of drug sensitivity 2	
P19657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PMA2 YPL036W	Plasma membrane ATPase 2 (EC 7.1.2.1) (Proton pump 2)	7.1.2.1
P19658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	EXO70 YJL085W J0932	Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa)	
P19659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GAL11 ABE1 MED15 RAR3 SDS4 SPT13 YOL051W	Mediator of RNA polymerase II transcription subunit 15 (Autonomous replication regulatory protein 3) (Basal expression activator protein 1) (Defective silencing suppressor protein 4) (Mediator complex subunit 15) (Transcription regulatory protein GAL11) (Ty insertion suppressor protein 13)	
P19807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HNM1 CTR CTR1 YGL077C	Choline transport protein	
P19812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UBR1 PTR1 YGR184C G7168	E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-end-recognizing protein) (N-recognin-1) (RING-type E3 ubiquitin transferase UBR1)	2.3.2.27
